lakeid,year,metric,sampledate,daynum,daynum_fill,filled_flag
TB,2013,stability,2013-06-25,176,176,FALSE
TB,2013,anoxia_summer,2013-07-23,204,204,FALSE
TB,2013,drsif_epiMin,2013-06-13,164,164,FALSE
TB,2013,totnuf_epiMin,2013-09-30,273,273,FALSE
TB,2013,totpuf_epiMin,2013-06-13,164,164,FALSE
TB,2013,doc_epiMax,2013-11-08,312,312,FALSE
TB,2013,totnuf_hypoMax,2013-09-30,273,273,FALSE
TB,2013,totpuf_hypoMax,2013-09-04,247,247,FALSE
TB,2013,drsif_epiSpringMin,2013-06-13,164,164,FALSE
TB,2013,secchi_max,2013-05-13,133,133,FALSE
TB,2013,secchi_min,2013-08-06,218,218,FALSE
TB,2013,secchi_springmax,2013-05-13,133,133,FALSE
TB,2013,zoopDensity,2013-07-10,191,191,FALSE
TB,2013,zoopDensity_spring,2013-07-10,191,191,FALSE
TB,2014,iceoff,2014-05-09,129,129,FALSE
TB,2014,iceon,2014-11-10,314,314,FALSE
TB,2014,straton,2014-05-21,141,141,FALSE
TB,2014,stratoff,2014-10-20,293,293,FALSE
TB,2014,energy,2014-08-25,237,237,FALSE
TB,2014,stability,2014-06-16,167,167,FALSE
TB,2014,anoxia_summer,2014-08-11,223,223,FALSE
TB,2014,drsif_epiMin,2014-08-11,223,223,FALSE
TB,2014,totnuf_epiMin,2014-08-11,223,223,FALSE
TB,2014,totpuf_epiMin,2014-08-11,223,223,FALSE
TB,2014,doc_epiMax,2014-11-07,311,311,FALSE
TB,2014,totnuf_hypoMax,2014-10-06,279,279,FALSE
TB,2014,totpuf_hypoMax,2014-10-06,279,279,FALSE
TB,2014,drsif_epiSpringMin,2014-05-21,141,141,FALSE
TB,2014,secchi_max,2014-07-29,210,210,FALSE
TB,2014,secchi_min,2014-07-16,197,197,FALSE
TB,2014,secchi_springmax,2014-06-16,167,167,FALSE
TB,2014,zoopDensity,2014-06-16,167,167,FALSE
TB,2014,zoopDensity_spring,2014-06-16,167,167,FALSE
TB,2015,iceoff,2015-04-13,103,103,FALSE
TB,2015,iceon,2015-11-23,327,327,FALSE
TB,2015,straton,2015-04-21,111,111,FALSE
TB,2015,stratoff,2015-10-20,293,293,FALSE
TB,2015,energy,2015-07-28,209,209,FALSE
TB,2015,stability,2015-06-03,154,154,FALSE
TB,2015,anoxia_summer,2015-07-28,209,209,FALSE
TB,2015,drsif_epiMin,2015-05-21,141,141,FALSE
TB,2015,totnuf_epiMin,2015-08-11,223,223,FALSE
TB,2015,totpuf_epiMin,2015-08-11,223,223,FALSE
TB,2015,doc_epiMax,2015-11-17,321,321,FALSE
TB,2015,totnuf_hypoMax,2015-09-10,253,253,FALSE
TB,2015,totpuf_hypoMax,2015-10-05,278,278,FALSE
TB,2015,drsif_epiSpringMin,2015-05-21,141,141,FALSE
TB,2015,secchi_max,2015-08-25,237,237,FALSE
TB,2015,secchi_min,2015-05-21,141,141,FALSE
TB,2015,secchi_springmax,2015-06-03,154,154,FALSE
TB,2015,zoopDensity,2015-06-17,168,168,FALSE
TB,2015,zoopDensity_spring,2015-06-17,168,168,FALSE
TB,2016,iceoff,2016-04-18,109,109,FALSE
TB,2016,iceon,2016-12-05,340,340,FALSE
TB,2016,straton,2016-04-22,113,113,FALSE
TB,2016,stratoff,2016-10-26,300,300,FALSE
TB,2016,energy,2016-08-16,229,229,FALSE
TB,2016,stability,2016-05-24,145,145,FALSE
TB,2016,anoxia_summer,2016-06-07,159,159,FALSE
TB,2016,drsif_epiMin,2016-09-14,258,258,FALSE
TB,2016,totnuf_epiMin,2016-05-24,145,145,FALSE
TB,2016,totpuf_epiMin,2016-04-22,113,113,FALSE
TB,2016,doc_epiMax,2016-11-16,321,321,FALSE
TB,2016,totnuf_hypoMax,2016-08-16,229,229,FALSE
TB,2016,totpuf_hypoMax,2016-05-24,145,145,FALSE
TB,2016,drsif_epiSpringMin,2016-04-22,113,113,FALSE
TB,2016,secchi_max,2016-07-06,188,188,FALSE
TB,2016,secchi_min,2016-11-16,321,321,FALSE
TB,2016,secchi_springmax,2016-07-06,188,188,FALSE
TB,2016,zoopDensity,2016-07-18,200,200,FALSE
TB,2016,zoopDensity_spring,2016-06-22,174,174,FALSE
TB,2017,iceoff,2017-04-15,105,105,FALSE
TB,2017,iceon,2017-11-10,314,314,FALSE
TB,2017,straton,2017-04-19,109,109,FALSE
TB,2017,stratoff,2017-10-18,291,291,FALSE
TB,2017,energy,2017-08-07,219,219,FALSE
TB,2017,stability,2017-06-15,166,166,FALSE
TB,2017,anoxia_summer,2017-07-10,191,191,FALSE
TB,2017,drsif_epiMin,2017-07-10,191,191,FALSE
TB,2017,totnuf_epiMin,2017-05-18,138,138,FALSE
TB,2017,totpuf_epiMin,2017-05-18,138,138,FALSE
TB,2017,doc_epiMax,2017-07-10,191,191,FALSE
TB,2017,totnuf_hypoMax,2017-04-19,109,109,FALSE
TB,2017,totpuf_hypoMax,2017-11-06,310,310,FALSE
TB,2017,drsif_epiSpringMin,2017-07-10,191,191,FALSE
TB,2017,secchi_max,2017-06-26,177,177,FALSE
TB,2017,secchi_min,2017-04-19,109,109,FALSE
TB,2017,secchi_springmax,2017-06-26,177,177,FALSE
TB,2017,zoopDensity,2017-11-06,310,310,FALSE
TB,2017,zoopDensity_spring,2017-07-10,191,191,FALSE
TB,2018,iceoff,2018-05-06,126,126,FALSE
TB,2018,iceon,2018-11-09,313,313,FALSE
TB,2018,straton,2018-05-16,136,136,FALSE
TB,2018,stratoff,2018-10-01,274,274,FALSE
TB,2018,energy,2018-08-21,233,233,FALSE
TB,2018,stability,2018-05-16,136,136,FALSE
TB,2018,anoxia_summer,2018-08-21,233,233,FALSE
TB,2018,drsif_epiMin,2018-05-16,136,136,FALSE
TB,2018,totnuf_epiMin,2018-05-16,136,136,FALSE
TB,2018,totpuf_epiMin,2018-08-06,218,218,FALSE
TB,2018,doc_epiMax,2018-11-06,310,310,FALSE
TB,2018,totnuf_hypoMax,2018-09-06,249,249,FALSE
TB,2018,totpuf_hypoMax,2018-09-06,249,249,FALSE
TB,2018,drsif_epiSpringMin,2018-05-16,136,136,FALSE
TB,2018,secchi_max,2018-05-16,136,136,FALSE
TB,2018,secchi_min,2018-10-17,290,290,FALSE
TB,2018,secchi_springmax,2018-05-16,136,136,FALSE
TB,2018,zoopDensity,2018-06-12,163,163,FALSE
TB,2018,zoopDensity_spring,2018-06-12,163,163,FALSE
TR,1982,iceoff,1982-05-04,124,124,FALSE
TR,1982,iceon,1982-12-13,347,347,FALSE
TR,1982,straton,1982-05-26,146,146,FALSE
TR,1982,stratoff,1982-10-21,294,294,FALSE
TR,1982,energy,1982-07-19,200,200,FALSE
TR,1982,stability,1982-08-03,215,215,FALSE
TR,1982,anoxia_summer,1982-09-27,270,270,FALSE
TR,1982,drsif_epiMin,1982-05-13,133,133,FALSE
TR,1982,totnuf_epiMin,NA,NA,197,TRUE
TR,1982,totpuf_epiMin,NA,NA,193.5,TRUE
TR,1982,doc_epiMax,NA,NA,215,TRUE
TR,1982,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1982,totpuf_hypoMax,NA,NA,193,TRUE
TR,1982,drsif_epiSpringMin,1982-05-13,133,133,FALSE
TR,1982,secchi_max,1982-06-22,173,173,FALSE
TR,1982,secchi_min,1982-05-13,133,133,FALSE
TR,1982,secchi_springmax,1982-06-22,173,173,FALSE
TR,1982,zoopDensity,1982-08-03,215,215,FALSE
TR,1982,zoopDensity_spring,1982-05-13,133,133,FALSE
TR,1983,iceoff,1983-05-02,122,122,FALSE
TR,1983,iceon,1983-12-03,337,337,FALSE
TR,1983,straton,1983-05-24,144,144,FALSE
TR,1983,stratoff,1983-10-18,291,291,FALSE
TR,1983,energy,1983-08-03,215,215,FALSE
TR,1983,stability,1983-09-08,251,251,FALSE
TR,1983,anoxia_summer,1983-09-08,251,251,FALSE
TR,1983,drsif_epiMin,NA,NA,123,TRUE
TR,1983,totnuf_epiMin,NA,NA,197,TRUE
TR,1983,totpuf_epiMin,NA,NA,193.5,TRUE
TR,1983,doc_epiMax,NA,NA,215,TRUE
TR,1983,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1983,totpuf_hypoMax,NA,NA,193,TRUE
TR,1983,drsif_epiSpringMin,NA,NA,123,TRUE
TR,1983,secchi_max,1983-08-03,215,215,FALSE
TR,1983,secchi_min,1983-11-17,321,321,FALSE
TR,1983,secchi_springmax,1983-06-20,171,171,FALSE
TR,1983,zoopDensity,1983-08-03,215,215,FALSE
TR,1983,zoopDensity_spring,1983-07-06,187,187,FALSE
TR,1984,iceoff,1984-04-26,117,117,FALSE
TR,1984,iceon,1984-12-18,353,353,FALSE
TR,1984,straton,1984-05-22,143,143,FALSE
TR,1984,stratoff,1984-10-16,290,290,FALSE
TR,1984,energy,1984-08-15,228,228,FALSE
TR,1984,stability,1984-07-16,198,198,FALSE
TR,1984,anoxia_summer,1984-09-04,248,248,FALSE
TR,1984,drsif_epiMin,1984-05-07,128,128,FALSE
TR,1984,totnuf_epiMin,NA,NA,197,TRUE
TR,1984,totpuf_epiMin,NA,NA,193.5,TRUE
TR,1984,doc_epiMax,NA,NA,215,TRUE
TR,1984,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1984,totpuf_hypoMax,NA,NA,193,TRUE
TR,1984,drsif_epiSpringMin,1984-05-07,128,128,FALSE
TR,1984,secchi_max,1984-06-19,171,171,FALSE
TR,1984,secchi_min,1984-05-22,143,143,FALSE
TR,1984,secchi_springmax,1984-06-19,171,171,FALSE
TR,1984,zoopDensity,1984-08-02,215,215,FALSE
TR,1984,zoopDensity_spring,1984-07-05,187,187,FALSE
TR,1985,iceoff,1985-04-24,114,114,FALSE
TR,1985,iceon,1985-12-04,338,338,FALSE
TR,1985,straton,1985-05-13,133,133,FALSE
TR,1985,stratoff,1985-10-21,294,294,FALSE
TR,1985,energy,1985-08-06,218,218,FALSE
TR,1985,stability,1985-08-06,218,218,FALSE
TR,1985,anoxia_summer,1985-09-12,255,255,FALSE
TR,1985,drsif_epiMin,1985-04-30,120,120,FALSE
TR,1985,totnuf_epiMin,NA,NA,197,TRUE
TR,1985,totpuf_epiMin,NA,NA,193.5,TRUE
TR,1985,doc_epiMax,NA,NA,215,TRUE
TR,1985,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1985,totpuf_hypoMax,NA,NA,193,TRUE
TR,1985,drsif_epiSpringMin,1985-04-30,120,120,FALSE
TR,1985,secchi_max,1985-06-11,162,162,FALSE
TR,1985,secchi_min,1985-11-15,319,319,FALSE
TR,1985,secchi_springmax,1985-06-11,162,162,FALSE
TR,1985,zoopDensity,1985-06-26,177,177,FALSE
TR,1985,zoopDensity_spring,1985-06-26,177,177,FALSE
TR,1986,iceoff,1986-04-15,105,105,FALSE
TR,1986,iceon,1986-12-07,341,341,FALSE
TR,1986,straton,1986-05-07,127,127,FALSE
TR,1986,stratoff,1986-10-20,293,293,FALSE
TR,1986,energy,1986-07-28,209,209,FALSE
TR,1986,stability,1986-07-28,209,209,FALSE
TR,1986,anoxia_summer,1986-08-29,241,241,FALSE
TR,1986,drsif_epiMin,1986-04-22,112,112,FALSE
TR,1986,totnuf_epiMin,NA,NA,197,TRUE
TR,1986,totpuf_epiMin,NA,NA,193.5,TRUE
TR,1986,doc_epiMax,1986-08-12,224,224,FALSE
TR,1986,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1986,totpuf_hypoMax,NA,NA,193,TRUE
TR,1986,drsif_epiSpringMin,1986-04-22,112,112,FALSE
TR,1986,secchi_max,1986-06-17,168,168,FALSE
TR,1986,secchi_min,1986-11-04,308,308,FALSE
TR,1986,secchi_springmax,1986-06-17,168,168,FALSE
TR,1986,zoopDensity,1986-10-06,279,279,FALSE
TR,1986,zoopDensity_spring,1986-06-04,155,155,FALSE
TR,1987,iceoff,1987-04-16,106,106,FALSE
TR,1987,iceon,1987-12-22,356,356,FALSE
TR,1987,straton,1987-05-19,139,139,FALSE
TR,1987,stratoff,1987-10-19,292,292,FALSE
TR,1987,energy,1987-07-27,208,208,FALSE
TR,1987,stability,1987-08-25,237,237,FALSE
TR,1987,anoxia_summer,1987-09-22,265,265,FALSE
TR,1987,drsif_epiMin,1987-04-22,112,112,FALSE
TR,1987,totnuf_epiMin,1987-09-09,252,252,FALSE
TR,1987,totpuf_epiMin,1987-09-09,252,252,FALSE
TR,1987,doc_epiMax,1987-08-10,222,222,FALSE
TR,1987,totnuf_hypoMax,1987-07-15,196,196,FALSE
TR,1987,totpuf_hypoMax,1987-06-12,163,163,FALSE
TR,1987,drsif_epiSpringMin,1987-04-22,112,112,FALSE
TR,1987,secchi_max,1987-07-27,208,208,FALSE
TR,1987,secchi_min,1987-11-17,321,321,FALSE
TR,1987,secchi_springmax,1987-06-30,181,181,FALSE
TR,1987,zoopDensity,1987-06-30,181,181,FALSE
TR,1987,zoopDensity_spring,1987-06-30,181,181,FALSE
TR,1988,iceoff,1988-04-27,118,118,FALSE
TR,1988,iceon,1988-12-12,347,347,FALSE
TR,1988,straton,1988-05-10,131,131,FALSE
TR,1988,stratoff,1988-10-12,286,286,FALSE
TR,1988,energy,1988-08-15,228,228,FALSE
TR,1988,stability,1988-08-15,228,228,FALSE
TR,1988,anoxia_summer,1988-09-26,270,270,FALSE
TR,1988,drsif_epiMin,1988-04-28,119,119,FALSE
TR,1988,totnuf_epiMin,1988-11-07,312,312,FALSE
TR,1988,totpuf_epiMin,1988-06-21,173,173,FALSE
TR,1988,doc_epiMax,1988-08-15,228,228,FALSE
TR,1988,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1988,totpuf_hypoMax,NA,NA,193,TRUE
TR,1988,drsif_epiSpringMin,1988-04-28,119,119,FALSE
TR,1988,secchi_max,1988-06-07,159,159,FALSE
TR,1988,secchi_min,1988-11-07,312,312,FALSE
TR,1988,secchi_springmax,1988-06-07,159,159,FALSE
TR,1988,zoopDensity,1988-07-06,188,188,FALSE
TR,1988,zoopDensity_spring,1988-07-06,188,188,FALSE
TR,1989,iceoff,1989-05-03,123,123,FALSE
TR,1989,iceon,1989-12-01,335,335,FALSE
TR,1989,straton,1989-05-15,135,135,FALSE
TR,1989,stratoff,1989-11-02,306,306,FALSE
TR,1989,energy,1989-07-26,207,207,FALSE
TR,1989,stability,1989-07-11,192,192,FALSE
TR,1989,anoxia_summer,1989-10-17,290,290,FALSE
TR,1989,drsif_epiMin,1989-05-31,151,151,FALSE
TR,1989,totnuf_epiMin,1989-10-17,290,290,FALSE
TR,1989,totpuf_epiMin,1989-07-26,207,207,FALSE
TR,1989,doc_epiMax,1989-08-23,235,235,FALSE
TR,1989,totnuf_hypoMax,1989-07-26,207,207,FALSE
TR,1989,totpuf_hypoMax,1989-07-26,207,207,FALSE
TR,1989,drsif_epiSpringMin,1989-05-31,151,151,FALSE
TR,1989,secchi_max,1989-06-28,179,179,FALSE
TR,1989,secchi_min,1989-11-13,317,317,FALSE
TR,1989,secchi_springmax,1989-06-28,179,179,FALSE
TR,1989,zoopDensity,1989-06-12,163,163,FALSE
TR,1989,zoopDensity_spring,1989-06-12,163,163,FALSE
TR,1990,iceoff,1990-04-23,113,113,FALSE
TR,1990,iceon,1990-12-14,348,348,FALSE
TR,1990,straton,1990-05-14,134,134,FALSE
TR,1990,stratoff,1990-10-15,288,288,FALSE
TR,1990,energy,1990-07-23,204,204,FALSE
TR,1990,stability,1990-08-07,219,219,FALSE
TR,1990,anoxia_summer,1990-09-18,261,261,FALSE
TR,1990,drsif_epiMin,1990-05-02,122,122,FALSE
TR,1990,totnuf_epiMin,1990-05-29,149,149,FALSE
TR,1990,totpuf_epiMin,1990-07-23,204,204,FALSE
TR,1990,doc_epiMax,1990-09-18,261,261,FALSE
TR,1990,totnuf_hypoMax,1990-06-25,176,176,FALSE
TR,1990,totpuf_hypoMax,1990-06-25,176,176,FALSE
TR,1990,drsif_epiSpringMin,1990-05-02,122,122,FALSE
TR,1990,secchi_max,1990-06-25,176,176,FALSE
TR,1990,secchi_min,1990-11-13,317,317,FALSE
TR,1990,secchi_springmax,1990-06-25,176,176,FALSE
TR,1990,zoopDensity,1990-06-11,162,162,FALSE
TR,1990,zoopDensity_spring,1990-06-11,162,162,FALSE
TR,1991,iceoff,1991-04-26,116,116,FALSE
TR,1991,iceon,1991-12-02,336,336,FALSE
TR,1991,straton,1991-05-20,140,140,FALSE
TR,1991,stratoff,1991-09-27,270,270,FALSE
TR,1991,energy,1991-08-28,240,240,FALSE
TR,1991,stability,1991-07-03,184,184,FALSE
TR,1991,anoxia_summer,1991-09-27,270,270,FALSE
TR,1991,drsif_epiMin,1991-05-08,128,128,FALSE
TR,1991,totnuf_epiMin,1991-07-31,212,212,FALSE
TR,1991,totpuf_epiMin,1991-08-28,240,240,FALSE
TR,1991,doc_epiMax,1991-07-31,212,212,FALSE
TR,1991,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1991,totpuf_hypoMax,NA,NA,193,TRUE
TR,1991,drsif_epiSpringMin,1991-05-08,128,128,FALSE
TR,1991,secchi_max,1991-07-17,198,198,FALSE
TR,1991,secchi_min,1991-05-08,128,128,FALSE
TR,1991,secchi_springmax,1991-07-17,198,198,FALSE
TR,1991,zoopDensity,1991-08-28,240,240,FALSE
TR,1991,zoopDensity_spring,1991-05-08,128,128,FALSE
TR,1992,iceoff,1992-04-30,121,121,FALSE
TR,1992,iceon,1992-12-09,344,344,FALSE
TR,1992,straton,1992-05-19,140,140,FALSE
TR,1992,stratoff,1992-10-19,293,293,FALSE
TR,1992,energy,1992-08-24,237,237,FALSE
TR,1992,stability,1992-08-24,237,237,FALSE
TR,1992,anoxia_summer,1992-09-21,265,265,FALSE
TR,1992,drsif_epiMin,1992-05-11,132,132,FALSE
TR,1992,totnuf_epiMin,1992-07-06,188,188,FALSE
TR,1992,totpuf_epiMin,1992-07-06,188,188,FALSE
TR,1992,doc_epiMax,1992-08-24,237,237,FALSE
TR,1992,totnuf_hypoMax,1992-07-27,209,209,FALSE
TR,1992,totpuf_hypoMax,1992-07-27,209,209,FALSE
TR,1992,drsif_epiSpringMin,1992-05-11,132,132,FALSE
TR,1992,secchi_max,1992-06-03,155,155,FALSE
TR,1992,secchi_min,1992-11-10,315,315,FALSE
TR,1992,secchi_springmax,1992-06-03,155,155,FALSE
TR,1992,zoopDensity,1992-06-16,168,168,FALSE
TR,1992,zoopDensity_spring,1992-06-16,168,168,FALSE
TR,1993,iceoff,1993-05-07,127,127,FALSE
TR,1993,iceon,1993-11-30,334,334,FALSE
TR,1993,straton,1993-05-17,137,137,FALSE
TR,1993,stratoff,1993-10-18,291,291,FALSE
TR,1993,energy,1993-08-25,237,237,FALSE
TR,1993,stability,1993-07-27,208,208,FALSE
TR,1993,anoxia_summer,1993-09-20,263,263,FALSE
TR,1993,drsif_epiMin,1993-05-10,130,130,FALSE
TR,1993,totnuf_epiMin,1993-06-01,152,152,FALSE
TR,1993,totpuf_epiMin,1993-05-10,130,130,FALSE
TR,1993,doc_epiMax,1993-06-01,152,152,FALSE
TR,1993,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1993,totpuf_hypoMax,NA,NA,193,TRUE
TR,1993,drsif_epiSpringMin,1993-05-10,130,130,FALSE
TR,1993,secchi_max,1993-07-13,194,194,FALSE
TR,1993,secchi_min,1993-05-17,137,137,FALSE
TR,1993,secchi_springmax,1993-07-13,194,194,FALSE
TR,1993,zoopDensity,1993-05-10,130,130,FALSE
TR,1993,zoopDensity_spring,1993-05-10,130,130,FALSE
TR,1994,iceoff,1994-04-25,115,115,FALSE
TR,1994,iceon,1994-12-12,346,346,FALSE
TR,1994,straton,1994-05-18,138,138,FALSE
TR,1994,stratoff,1994-10-31,304,304,FALSE
TR,1994,energy,1994-07-26,207,207,FALSE
TR,1994,stability,1994-08-08,220,220,FALSE
TR,1994,anoxia_summer,1994-10-04,277,277,FALSE
TR,1994,drsif_epiMin,1994-05-04,124,124,FALSE
TR,1994,totnuf_epiMin,1994-06-28,179,179,FALSE
TR,1994,totpuf_epiMin,1994-06-28,179,179,FALSE
TR,1994,doc_epiMax,1994-06-28,179,179,FALSE
TR,1994,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1994,totpuf_hypoMax,NA,NA,193,TRUE
TR,1994,drsif_epiSpringMin,1994-05-04,124,124,FALSE
TR,1994,secchi_max,1994-09-07,250,250,FALSE
TR,1994,secchi_min,1994-10-04,277,277,FALSE
TR,1994,secchi_springmax,1994-06-03,154,154,FALSE
TR,1994,zoopDensity,1994-06-14,165,165,FALSE
TR,1994,zoopDensity_spring,1994-06-14,165,165,FALSE
TR,1995,iceoff,1995-05-02,122,122,FALSE
TR,1995,iceon,1995-11-29,333,333,FALSE
TR,1995,straton,1995-05-18,138,138,FALSE
TR,1995,stratoff,1995-10-18,291,291,FALSE
TR,1995,energy,1995-08-09,221,221,FALSE
TR,1995,stability,1995-08-24,236,236,FALSE
TR,1995,anoxia_summer,1995-09-21,264,264,FALSE
TR,1995,drsif_epiMin,1995-05-04,124,124,FALSE
TR,1995,totnuf_epiMin,1995-05-04,124,124,FALSE
TR,1995,totpuf_epiMin,1995-06-01,152,152,FALSE
TR,1995,doc_epiMax,1995-07-26,207,207,FALSE
TR,1995,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1995,totpuf_hypoMax,NA,NA,193,TRUE
TR,1995,drsif_epiSpringMin,1995-05-04,124,124,FALSE
TR,1995,secchi_max,1995-05-04,124,124,FALSE
TR,1995,secchi_min,1995-11-02,306,306,FALSE
TR,1995,secchi_springmax,1995-05-04,124,124,FALSE
TR,1995,zoopDensity,1995-06-14,165,165,FALSE
TR,1995,zoopDensity_spring,1995-06-14,165,165,FALSE
TR,1996,iceoff,1996-05-17,138,138,FALSE
TR,1996,iceon,1996-11-27,332,332,FALSE
TR,1996,straton,1996-05-31,152,152,FALSE
TR,1996,stratoff,1996-10-15,289,289,FALSE
TR,1996,energy,1996-09-06,250,250,FALSE
TR,1996,stability,1996-07-09,191,191,FALSE
TR,1996,anoxia_summer,1996-09-16,260,260,FALSE
TR,1996,drsif_epiMin,1996-05-20,141,141,FALSE
TR,1996,totnuf_epiMin,1996-11-07,312,312,FALSE
TR,1996,totpuf_epiMin,1996-06-11,163,163,FALSE
TR,1996,doc_epiMax,1996-08-05,218,218,FALSE
TR,1996,totnuf_hypoMax,1996-08-05,218,218,FALSE
TR,1996,totpuf_hypoMax,1996-09-06,250,250,FALSE
TR,1996,drsif_epiSpringMin,1996-05-20,141,141,FALSE
TR,1996,secchi_max,1996-09-06,250,250,FALSE
TR,1996,secchi_min,1996-05-31,152,152,FALSE
TR,1996,secchi_springmax,1996-05-20,141,141,FALSE
TR,1996,zoopDensity,1996-11-07,312,312,FALSE
TR,1996,zoopDensity_spring,1996-05-20,141,141,FALSE
TR,1997,iceoff,1997-05-01,121,121,FALSE
TR,1997,iceon,1997-12-22,356,356,FALSE
TR,1997,straton,1997-05-23,143,143,FALSE
TR,1997,stratoff,1997-10-23,296,296,FALSE
TR,1997,energy,1997-07-30,211,211,FALSE
TR,1997,stability,1997-07-02,183,183,FALSE
TR,1997,anoxia_summer,1997-09-23,266,266,FALSE
TR,1997,drsif_epiMin,1997-05-13,133,133,FALSE
TR,1997,totnuf_epiMin,1997-11-11,315,315,FALSE
TR,1997,totpuf_epiMin,1997-07-30,211,211,FALSE
TR,1997,doc_epiMax,1997-07-30,211,211,FALSE
TR,1997,totnuf_hypoMax,1997-07-30,211,211,FALSE
TR,1997,totpuf_hypoMax,1997-10-23,296,296,FALSE
TR,1997,drsif_epiSpringMin,1997-05-13,133,133,FALSE
TR,1997,secchi_max,1997-07-30,211,211,FALSE
TR,1997,secchi_min,1997-11-11,315,315,FALSE
TR,1997,secchi_springmax,1997-07-16,197,197,FALSE
TR,1997,zoopDensity,1997-06-17,168,168,FALSE
TR,1997,zoopDensity_spring,1997-06-17,168,168,FALSE
TR,1998,iceoff,1998-04-11,101,101,FALSE
TR,1998,iceon,1998-12-28,362,362,FALSE
TR,1998,straton,1998-04-21,111,111,FALSE
TR,1998,stratoff,1998-10-21,294,294,FALSE
TR,1998,energy,1998-08-13,225,225,FALSE
TR,1998,stability,1998-07-29,210,210,FALSE
TR,1998,anoxia_summer,1998-09-23,266,266,FALSE
TR,1998,drsif_epiMin,1998-04-21,111,111,FALSE
TR,1998,totnuf_epiMin,1998-07-16,197,197,FALSE
TR,1998,totpuf_epiMin,1998-06-16,167,167,FALSE
TR,1998,doc_epiMax,1998-06-16,167,167,FALSE
TR,1998,totnuf_hypoMax,1998-07-16,197,197,FALSE
TR,1998,totpuf_hypoMax,1998-06-16,167,167,FALSE
TR,1998,drsif_epiSpringMin,1998-04-21,111,111,FALSE
TR,1998,secchi_max,1998-07-02,183,183,FALSE
TR,1998,secchi_min,1998-11-13,317,317,FALSE
TR,1998,secchi_springmax,1998-07-02,183,183,FALSE
TR,1998,zoopDensity,1998-04-21,111,111,FALSE
TR,1998,zoopDensity_spring,1998-04-21,111,111,FALSE
TR,1999,iceoff,1999-04-23,113,113,FALSE
TR,1999,iceon,1999-12-20,354,354,FALSE
TR,1999,straton,1999-05-17,137,137,FALSE
TR,1999,stratoff,1999-10-18,291,291,FALSE
TR,1999,energy,1999-07-27,208,208,FALSE
TR,1999,stability,1999-09-08,251,251,FALSE
TR,1999,anoxia_summer,1999-09-21,264,264,FALSE
TR,1999,drsif_epiMin,1999-05-10,130,130,FALSE
TR,1999,totnuf_epiMin,1999-06-29,180,180,FALSE
TR,1999,totpuf_epiMin,1999-07-27,208,208,FALSE
TR,1999,doc_epiMax,1999-10-18,291,291,FALSE
TR,1999,totnuf_hypoMax,NA,NA,223.5,TRUE
TR,1999,totpuf_hypoMax,NA,NA,193,TRUE
TR,1999,drsif_epiSpringMin,1999-05-10,130,130,FALSE
TR,1999,secchi_max,1999-06-08,159,159,FALSE
TR,1999,secchi_min,1999-11-08,312,312,FALSE
TR,1999,secchi_springmax,1999-06-08,159,159,FALSE
TR,1999,zoopDensity,1999-06-29,180,180,FALSE
TR,1999,zoopDensity_spring,1999-06-29,180,180,FALSE
TR,2000,iceoff,2000-04-07,98,98,FALSE
TR,2000,iceon,2000-12-07,342,342,FALSE
TR,2000,straton,2000-05-01,122,122,FALSE
TR,2000,stratoff,2000-10-31,305,305,FALSE
TR,2000,energy,2000-08-22,235,235,FALSE
TR,2000,stability,2000-09-19,263,263,FALSE
TR,2000,anoxia_summer,2000-09-05,249,249,FALSE
TR,2000,drsif_epiMin,2000-04-10,101,101,FALSE
TR,2000,totnuf_epiMin,2000-05-31,152,152,FALSE
TR,2000,totpuf_epiMin,2000-05-31,152,152,FALSE
TR,2000,doc_epiMax,2000-09-19,263,263,FALSE
TR,2000,totnuf_hypoMax,2000-06-27,179,179,FALSE
TR,2000,totpuf_hypoMax,2000-06-27,179,179,FALSE
TR,2000,drsif_epiSpringMin,2000-04-10,101,101,FALSE
TR,2000,secchi_max,2000-04-10,101,101,FALSE
TR,2000,secchi_min,2000-07-25,207,207,FALSE
TR,2000,secchi_springmax,2000-04-10,101,101,FALSE
TR,2000,zoopDensity,2000-05-31,152,152,FALSE
TR,2000,zoopDensity_spring,2000-05-31,152,152,FALSE
TR,2001,iceoff,2001-04-23,113,113,FALSE
TR,2001,iceon,2001-12-31,365,365,FALSE
TR,2001,straton,2001-05-17,137,137,FALSE
TR,2001,stratoff,2001-10-18,291,291,FALSE
TR,2001,energy,2001-08-08,220,220,FALSE
TR,2001,stability,2001-09-07,250,250,FALSE
TR,2001,anoxia_summer,2001-10-03,276,276,FALSE
TR,2001,drsif_epiMin,2001-05-02,122,122,FALSE
TR,2001,totnuf_epiMin,2001-07-26,207,207,FALSE
