lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
TB,1985,192,7/11/1985,,V,extcoef: Insufficient light data
TB,1985,205,7/24/1985,,V,extcoef: Insufficient light data
TB,1985,218,8/6/1985,,V,extcoef: Insufficient light data
TB,1985,233,8/21/1985,2.028,J,extcoef: Calculated from 2 frlight values
TB,1985,252,9/9/1985,,V,extcoef: Insufficient light data
TB,1985,274,10/1/1985,0.275,,
TB,1985,296,10/23/1985,,V,extcoef: Insufficient light data
TB,1985,316,11/12/1985,,V,extcoef: Insufficient light data
TB,1986,10,1/10/1986,,V,extcoef: Insufficient light data
TB,1986,56,2/25/1986,,V,extcoef: Insufficient light data
TB,1986,90,3/31/1986,2.373,J,extcoef: Calculated from 2 frlight values
TB,1986,111,4/21/1986,,V,extcoef: Insufficient light data
TB,1986,126,5/6/1986,2.73,J,extcoef: Calculated from 2 frlight values
TB,1986,141,5/21/1986,,V,extcoef: Insufficient light data
TB,1986,154,6/3/1986,2.398,J,extcoef: Calculated from 2 frlight values
TB,1986,167,6/16/1986,2.442,J,extcoef: Calculated from 2 frlight values
TB,1986,182,7/1/1986,,V,extcoef: Insufficient light data
TB,1986,196,7/15/1986,,V,extcoef: Insufficient light data
TB,1986,210,7/29/1986,2.464,J,extcoef: Calculated from 2 frlight values
TB,1986,225,8/13/1986,1.917,J,extcoef: Calculated from 2 frlight values
TB,1986,238,8/26/1986,,V,extcoef: Insufficient light data
TB,1986,251,9/8/1986,,V,extcoef: Insufficient light data
TB,1986,268,9/25/1986,,V,extcoef: Insufficient light data
TB,1986,279,10/6/1986,,V,extcoef: Insufficient light data
TB,1986,296,10/23/1986,,V,extcoef: Insufficient light data
TB,1986,308,11/4/1986,,V,extcoef: Insufficient light data
TB,1986,311,11/7/1986,,V,extcoef: No light data
TB,1987,15,1/15/1987,,V,extcoef: Insufficient light data
TB,1987,54,2/23/1987,,V,extcoef: Insufficient light data
TB,1987,79,3/20/1987,4.984,J,extcoef: Calculated from 2 frlight values
TB,1987,103,4/13/1987,4.348,J,extcoef: Calculated from 2 frlight values
TB,1987,120,4/30/1987,1.579,,
TB,1987,138,5/18/1987,,V,extcoef: Insufficient light data
TB,1987,154,6/3/1987,,V,extcoef: Insufficient light data
TB,1987,173,6/22/1987,3.481,J,extcoef: Calculated from 2 frlight values
TB,1987,182,7/1/1987,,V,extcoef: Insufficient light data
TB,1987,197,7/16/1987,,V,extcoef: Insufficient light data
TB,1987,209,7/28/1987,,V,extcoef: Insufficient light data
TB,1987,224,8/12/1987,2.175,J,extcoef: Calculated from 2 frlight values
TB,1987,236,8/24/1987,2.245,J,extcoef: Calculated from 2 frlight values
TB,1987,253,9/10/1987,2.015,J,extcoef: Calculated from 2 frlight values
TB,1987,267,9/24/1987,1.566,J,extcoef: Calculated from 2 frlight values
TB,1987,279,10/6/1987,,V,extcoef: Insufficient light data
TB,1987,292,10/19/1987,,V,extcoef: Insufficient light data
TB,1987,306,11/2/1987,,V,extcoef: Insufficient light data
TB,1987,323,11/19/1987,,V,extcoef: Insufficient light data
TB,1988,14,1/14/1988,,V,extcoef: No light data
TB,1988,61,3/1/1988,,V,extcoef: Insufficient light data
TB,1988,83,3/23/1988,,V,extcoef: Insufficient light data
TB,1988,112,4/21/1988,,V,extcoef: Insufficient light data
TB,1988,131,5/10/1988,,V,extcoef: Insufficient light data
TB,1988,145,5/24/1988,2.464,J,extcoef: Calculated from 2 frlight values
TB,1988,158,6/6/1988,2.818,J,extcoef: Calculated from 2 frlight values
TB,1988,172,6/20/1988,2.934,J,extcoef: Calculated from 2 frlight values
TB,1988,186,7/4/1988,2.095,J,extcoef: Calculated from 2 frlight values
TB,1988,202,7/20/1988,2.386,J,extcoef: Calculated from 2 frlight values
TB,1988,216,8/3/1988,2.351,J,extcoef: Calculated from 2 frlight values
TB,1988,229,8/16/1988,2.272,J,extcoef: Calculated from 2 frlight values
TB,1988,244,8/31/1988,1.45,J,extcoef: Calculated from 2 frlight values
TB,1988,259,9/15/1988,1.534,J,extcoef: Calculated from 2 frlight values
TB,1988,272,9/28/1988,1.593,J,extcoef: Calculated from 2 frlight values
TB,1988,285,10/11/1988,,V,extcoef: Insufficient light data
TB,1988,299,10/25/1988,,V,extcoef: Insufficient light data
TB,1988,308,11/3/1988,,V,extcoef: Insufficient light data
TB,1989,17,1/17/1989,,V,extcoef: Insufficient light data
TB,1989,65,3/6/1989,,V,extcoef: Insufficient light data
TB,1989,86,3/27/1989,3.793,J,extcoef: Calculated from 2 frlight values
TB,1989,123,5/3/1989,2.219,J,extcoef: Calculated from 2 frlight values
TB,1989,138,5/18/1989,,V,extcoef: Insufficient light data
TB,1989,149,5/29/1989,,V,extcoef: Insufficient light data
TB,1989,165,6/14/1989,,V,extcoef: Insufficient light data
TB,1989,178,6/27/1989,4.273,J,extcoef: Calculated from 2 frlight values
TB,1989,194,7/13/1989,2.674,J,extcoef: Calculated from 2 frlight values
TB,1989,205,7/24/1989,2.931,J,extcoef: Calculated from 2 frlight values
TB,1989,220,8/8/1989,,V,extcoef: Insufficient light data
TB,1989,233,8/21/1989,2.368,,
TB,1989,249,9/6/1989,,V,extcoef: Light not monotonically decreasing
TB,1989,263,9/20/1989,3.156,,
TB,1989,276,10/3/1989,2.316,,
TB,1989,289,10/16/1989,2.892,,
TB,1989,303,10/30/1989,3.065,,
TB,1989,311,11/7/1989,2.988,,
TB,1990,15,1/15/1990,,V,extcoef: Insufficient light data
TB,1990,59,2/28/1990,,V,extcoef: No light data
TB,1990,86,3/27/1990,,V,extcoef: No light data
TB,1990,121,5/1/1990,2.784,,
TB,1990,136,5/16/1990,2.365,,
TB,1990,150,5/30/1990,2.15,,
TB,1990,163,6/12/1990,2.207,,
TB,1990,178,6/27/1990,,V,extcoef: Light not monotonically decreasing
TB,1990,193,7/12/1990,2.33,,
TB,1990,205,7/24/1990,2.347,,
TB,1990,220,8/8/1990,2.207,,
TB,1990,234,8/22/1990,2.295,,
TB,1990,249,9/6/1990,2.43,,
TB,1990,260,9/17/1990,2.988,,
TB,1990,274,10/1/1990,3.661,,
TB,1990,289,10/16/1990,3.86,,
TB,1990,302,10/29/1990,3.717,,
TB,1990,312,11/8/1990,3.83,,
TB,1991,16,1/16/1991,,V,extcoef: Insufficient light data
TB,1991,51,2/20/1991,,V,extcoef: Insufficient light data
TB,1991,80,3/21/1991,5.767,,
TB,1991,129,5/9/1991,2.697,,
TB,1991,143,5/23/1991,3.19,,
TB,1991,156,6/5/1991,3.163,,
TB,1991,169,6/18/1991,3.394,,
TB,1991,183,7/2/1991,3.596,,
TB,1991,199,7/18/1991,3.168,,
TB,1991,210,7/29/1991,4.038,,
TB,1991,224,8/12/1991,3.605,,
TB,1991,238,8/26/1991,3.084,,
TB,1991,254,9/11/1991,4.244,,
TB,1991,267,9/24/1991,4.072,,
TB,1991,281,10/8/1991,3.839,,
TB,1991,301,10/28/1991,3.851,,
TB,1991,308,11/4/1991,3.596,,
TB,1992,15,1/15/1992,,V,extcoef: Insufficient light data
TB,1992,57,2/26/1992,,V,extcoef: Insufficient light data
TB,1992,83,3/23/1992,,V,extcoef: Insufficient light data
TB,1992,125,5/4/1992,4.33,,
TB,1992,141,5/20/1992,2.844,,
TB,1992,153,6/1/1992,2.96,,
TB,1992,167,6/15/1992,4.043,,
TB,1992,189,7/7/1992,3.009,,
TB,1992,195,7/13/1992,,V,extcoef: No light data
TB,1992,213,7/31/1992,3.981,,
TB,1992,223,8/10/1992,3.352,,
TB,1992,240,8/27/1992,2.971,,
TB,1992,255,9/11/1992,2.836,,
TB,1992,268,9/24/1992,2.845,,
TB,1992,279,10/5/1992,5.333,,
TB,1992,295,10/21/1992,4.445,,
TB,1992,310,11/5/1992,4.036,,
TB,1993,14,1/14/1993,,V,extcoef: No light data
TB,1993,55,2/24/1993,,V,extcoef: Insufficient light data
TB,1993,82,3/23/1993,,V,extcoef: Insufficient light data
TB,1993,123,5/3/1993,,V,extcoef: No light data
TB,1993,140,5/20/1993,4.005,,
TB,1993,154,6/3/1993,3.652,,
TB,1993,165,6/14/1993,2.943,,
TB,1993,179,6/28/1993,,V,extcoef: Light not monotonically decreasing
TB,1993,196,7/15/1993,3.054,,
TB,1993,207,7/26/1993,2.994,,
TB,1993,221,8/9/1993,3.384,,
TB,1993,235,8/23/1993,2.673,,
TB,1993,252,9/9/1993,,V,extcoef: No light data
TB,1993,265,9/22/1993,3.757,,
TB,1993,280,10/7/1993,,V,extcoef: Insufficient light data
TB,1993,292,10/19/1993,,V,extcoef: Insufficient light data
TB,1993,306,11/2/1993,4.311,,
TB,1994,17,1/17/1994,,V,extcoef: No light data
TB,1994,55,2/24/1994,,V,extcoef: Insufficient light data
TB,1994,87,3/28/1994,,V,extcoef: Insufficient light data
TB,1994,123,5/3/1994,4.016,,
TB,1994,139,5/19/1994,2.706,,
TB,1994,153,6/2/1994,3.619,,
TB,1994,166,6/15/1994,3.201,,
TB,1994,179,6/28/1994,3.587,,
TB,1994,192,7/11/1994,2.78,,
TB,1994,206,7/25/1994,2.879,,
TB,1994,221,8/9/1994,2.46,,
TB,1994,234,8/22/1994,,V,extcoef: Light not monotonically decreasing
TB,1994,251,9/8/1994,2.829,,
TB,1994,263,9/20/1994,2.16,,
TB,1994,276,10/3/1994,2.932,,
TB,1994,291,10/18/1994,3.745,,
TB,1994,305,11/1/1994,3.714,,
TB,1994,318,11/14/1994,4.33,,
TB,1995,12,1/12/1995,,V,extcoef: Insufficient light data
TB,1995,45,2/14/1995,,V,extcoef: Insufficient light data
TB,1995,79,3/20/1995,,V,extcoef: Light not monotonically decreasing
TB,1995,121,5/1/1995,3.09,,
TB,1995,136,5/16/1995,,V,extcoef: Light not monotonically decreasing
TB,1995,152,6/1/1995,3.087,,
TB,1995,164,6/13/1995,2.968,,
TB,1995,179,6/28/1995,3.467,,
TB,1995,192,7/11/1995,3.159,,
TB,1995,206,7/25/1995,2.818,,
TB,1995,220,8/8/1995,2.752,,
TB,1995,233,8/21/1995,2.301,,
TB,1995,248,9/5/1995,2.462,,
TB,1995,262,9/19/1995,3.088,,
TB,1995,275,10/2/1995,2.744,,
TB,1995,290,10/17/1995,3.707,,
TB,1995,305,11/1/1995,,V,extcoef: Insufficient light data
TB,1995,313,11/9/1995,,V,extcoef: Insufficient light data
TB,1996,17,1/17/1996,,V,extcoef: Insufficient light data
TB,1996,52,2/21/1996,,V,extcoef: Insufficient light data
TB,1996,93,4/2/1996,,V,extcoef: Insufficient light data
TB,1996,131,5/10/1996,3.373,,
TB,1996,152,5/31/1996,3.21,,
TB,1996,164,6/12/1996,3.034,,
TB,1996,176,6/24/1996,3.066,,
TB,1996,193,7/11/1996,3.177,,
TB,1996,205,7/23/1996,2.664,,
TB,1996,219,8/6/1996,2.944,,
TB,1996,233,8/20/1996,6.368,,
TB,1996,248,9/4/1996,2.935,,
TB,1996,261,9/17/1996,3.466,,
TB,1996,277,10/3/1996,3.605,,
TB,1996,291,10/17/1996,3.174,,
TB,1996,309,11/4/1996,3.625,,
TB,1997,21,1/21/1997,,V,extcoef: Insufficient light data
TB,1997,49,2/18/1997,,V,extcoef: Insufficient light data
TB,1997,83,3/24/1997,,V,extcoef: Insufficient light data
TB,1997,125,5/5/1997,4.12,,
TB,1997,140,5/20/1997,3.55,,
TB,1997,155,6/4/1997,4.709,,
TB,1997,170,6/19/1997,3.129,,
TB,1997,184,7/3/1997,2.851,,
TB,1997,197,7/16/1997,,V,extcoef: Light not monotonically decreasing
TB,1997,209,7/28/1997,2.889,,
TB,1997,223,8/11/1997,,V,extcoef: No light data
TB,1997,237,8/25/1997,,V,extcoef: Insufficient light data
TB,1997,253,9/10/1997,3.063,,
TB,1997,267,9/24/1997,3.729,,
TB,1997,281,10/8/1997,2.809,,
TB,1997,294,10/21/1997,5.793,,
TB,1997,310,11/6/1997,3.834,,
TB,1998,19,1/19/1998,,V,extcoef: Insufficient light data
TB,1998,49,2/18/1998,,V,extcoef: Insufficient light data
TB,1998,75,3/16/1998,,V,extcoef: Insufficient light data
TB,1998,111,4/21/1998,3.61,,
TB,1998,126,5/6/1998,3.551,,
TB,1998,140,5/20/1998,3.056,,
TB,1998,153,6/2/1998,2.905,,
TB,1998,168,6/17/1998,2.651,,
TB,1998,182,7/1/1998,2.885,,
TB,1998,195,7/14/1998,,V,extcoef: Insufficient light data
TB,1998,208,7/27/1998,2.631,,
TB,1998,222,8/10/1998,2.451,,
TB,1998,239,8/27/1998,3.248,,
TB,1998,253,9/10/1998,3.318,,
TB,1998,266,9/23/1998,3.168,,
TB,1998,279,10/6/1998,,V,extcoef: Insufficient light data
TB,1998,292,10/19/1998,5.14,,
TB,1998,316,11/12/1998,4.87,,
TB,1999,22,1/22/1999,,V,extcoef: Insufficient light data
TB,1999,55,2/24/1999,,V,extcoef: Insufficient light data
TB,1999,82,3/23/1999,3.918,,
TB,1999,126,5/6/1999,2.814,,
TB,1999,138,5/18/1999,2.691,,
TB,1999,154,6/3/1999,3.323,,
TB,1999,165,6/14/1999,2.756,,
TB,1999,182,7/1/1999,3.331,,
TB,1999,193,7/12/1999,2.963,,
TB,1999,207,7/26/1999,2.893,,
TB,1999,223,8/11/1999,,V,extcoef: Light not monotonically decreasing
TB,1999,238,8/26/1999,3.408,,
TB,1999,253,9/10/1999,,V,extcoef: Insufficient light data
TB,1999,263,9/20/1999,4.177,,
TB,1999,279,10/6/1999,3.61,,
TB,1999,294,10/21/1999,6.535,,
TB,1999,308,11/4/1999,3.696,,
TB,2000,27,1/27/2000,,V,extcoef: Insufficient light data
TB,2000,52,2/21/2000,,V,extcoef: Insufficient light data
TB,2000,96,4/5/2000,4.328,,
TB,2000,108,4/17/2000,3.851,,
TB,2000,124,5/3/2000,4.3,,
TB,2000,136,5/15/2000,4.115,,
TB,2000,154,6/2/2000,4.418,,
TB,2000,164,6/12/2000,3.651,,
TB,2000,178,6/26/2000,4.418,,
TB,2000,193,7/11/2000,3.664,,
TB,2000,207,7/25/2000,3.386,,
TB,2000,222,8/9/2000,3.348,,
TB,2000,236,8/23/2000,3.473,,
TB,2000,249,9/5/2000,4.103,,
TB,2000,264,9/20/2000,2.217,,
TB,2000,278,10/4/2000,3.908,,
TB,2000,291,10/17/2000,,V,extcoef: Insufficient light data
TB,2000,304,10/30/2000,3.297,,
TB,2000,319,11/14/2000,0.321,,
TB,2001,24,1/24/2001,,V,extcoef: Insufficient light data
TB,2001,50,2/19/2001,,V,extcoef: Insufficient light data
TB,2001,93,4/3/2001,,V,extcoef: Insufficient light data
TB,2001,121,5/1/2001,3.957,,
TB,2001,136,5/16/2001,2.675,,
TB,2001,150,5/30/2001,2.352,,
TB,2001,163,6/12/2001,3.277,,
TB,2001,176,6/25/2001,3.329,,
TB,2001,190,7/9/2001,3.322,,
TB,2001,204,7/23/2001,4.245,,
TB,2001,219,8/7/2001,3.461,,
TB,2001,233,8/21/2001,3.027,,
TB,2001,249,9/6/2001,4.074,,
TB,2001,261,9/18/2001,4.605,,
TB,2001,274,10/1/2001,4.142,,
TB,2001,289,10/16/2001,3.282,,
TB,2001,303,10/30/2001,4.049,,
TB,2001,320,11/16/2001,3.337,,
TB,2002,17,1/17/2002,,V,extcoef: No light data
TB,2002,65,3/6/2002,,V,extcoef: Insufficient light data
TB,2002,102,4/12/2002,,V,extcoef: Light not monotonically decreasing
TB,2002,114,4/24/2002,,V,extcoef: Light not monotonically decreasing
TB,2002,127,5/7/2002,3.524,,
TB,2002,142,5/22/2002,3.068,,
TB,2002,155,6/4/2002,3.892,,
TB,2002,168,6/17/2002,2.778,,
TB,2002,182,7/1/2002,3.204,,
TB,2002,197,7/16/2002,3.265,,
TB,2002,212,7/31/2002,3.607,,
TB,2002,224,8/12/2002,3.112,,
TB,2002,239,8/27/2002,3.215,,
TB,2002,253,9/10/2002,2.691,,
TB,2002,267,9/24/2002,3.779,,
TB,2002,280,10/7/2002,3.313,,
TB,2002,295,10/22/2002,3.376,,
TB,2002,308,11/4/2002,,V,extcoef: Insufficient light data
TB,2003,35,2/4/2003,,V,extcoef: Insufficient light data
TB,2003,51,2/20/2003,,V,extcoef: Insufficient light data
TB,2003,92,4/2/2003,4.5,,
TB,2003,125,5/5/2003,4.667,,
TB,2003,132,5/12/2003,2.698,,
TB,2003,147,5/27/2003,,V,extcoef: No light data
TB,2003,163,6/12/2003,3.127,,
TB,2003,175,6/24/2003,3.482,,
TB,2003,191,7/10/2003,,V,extcoef: No light data
TB,2003,202,7/21/2003,3.652,,
TB,2003,217,8/5/2003,3.199,,
TB,2003,232,8/20/2003,3.495,,
TB,2003,247,9/4/2003,3.686,,
TB,2003,262,9/19/2003,3.724,,
TB,2003,272,9/29/2003,3.488,,
TB,2003,287,10/14/2003,4.472,,
TB,2003,300,10/27/2003,3.73,,
TB,2003,311,11/7/2003,4.003,,
TB,2004,21,1/21/2004,,V,extcoef: Insufficient light data
TB,2004,50,2/19/2004,,V,extcoef: Insufficient light data
TB,2004,89,3/29/2004,3.254,,
TB,2004,117,4/26/2004,,V,extcoef: No light data
TB,2004,134,5/13/2004,,V,extcoef: No light data
TB,2004,146,5/25/2004,3.966,,
TB,2004,161,6/9/2004,3.109,,
TB,2004,173,6/21/2004,3.494,,
TB,2004,188,7/6/2004,3.669,,
TB,2004,201,7/19/2004,3.328,,
TB,2004,216,8/3/2004,3.501,,
TB,2004,230,8/17/2004,,V,extcoef: Insufficient light data
TB,2004,244,8/31/2004,3.314,,
TB,2004,254,9/10/2004,3.807,,
TB,2004,272,9/28/2004,,V,extcoef: Insufficient light data
TB,2004,286,10/12/2004,4.392,,
TB,2004,300,10/26/2004,4.299,,
TB,2004,316,11/11/2004,,V,extcoef: No light data
TB,2005,20,1/20/2005,,V,extcoef: Insufficient light data
TB,2005,46,2/15/2005,,V,extcoef: No light data
TB,2005,90,3/31/2005,3.712,,
TB,2005,108,4/18/2005,1.959,,
TB,2005,124,5/4/2005,3.299,,
TB,2005,138,5/18/2005,3.231,,
TB,2005,145,5/25/2005,,V,extcoef: No light data
TB,2005,152,6/1/2005,3.243,,
TB,2005,161,6/10/2005,,V,extcoef: No light data
TB,2005,167,6/16/2005,3.234,,
TB,2005,175,6/24/2005,,V,extcoef: No light data
TB,2005,179,6/28/2005,3.54,,
TB,2005,192,7/11/2005,2.962,,
TB,2005,206,7/25/2005,1.486,,
TB,2005,220,8/8/2005,,V,extcoef: Light not monotonically decreasing
TB,2005,234,8/22/2005,2.688,,
TB,2005,251,9/8/2005,3.865,,
TB,2005,265,9/22/2005,3.982,,
TB,2005,278,10/5/2005,2.181,,
TB,2005,292,10/19/2005,4.645,,
TB,2005,321,11/17/2005,5.563,,
TB,2006,12,1/12/2006,,V,extcoef: Insufficient light data
TB,2006,53,2/22/2006,,V,extcoef: Insufficient light data
TB,2006,88,3/29/2006,2.509,,
TB,2006,108,4/18/2006,,V,extcoef: Light not monotonically decreasing
TB,2006,121,5/1/2006,,V,extcoef: Insufficient light data
TB,2006,138,5/18/2006,3.525,,
TB,2006,152,6/1/2006,2.79,,
TB,2006,163,6/12/2006,3.48,,
TB,2006,177,6/26/2006,3.356,,
TB,2006,192,7/11/2006,3.151,,
TB,2006,205,7/24/2006,3.05,,
TB,2006,220,8/8/2006,2.862,,
TB,2006,234,8/22/2006,2.879,,
TB,2006,250,9/7/2006,3.072,,
TB,2006,262,9/19/2006,2.925,,
TB,2006,275,10/2/2006,3.255,,
TB,2006,290,10/17/2006,2.34,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TB,2006,305,11/1/2006,4.246,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TB,2007,23,1/23/2007,,V,extcoef: Insufficient light data
TB,2007,52,2/21/2007,,V,extcoef: Insufficient light data
TB,2007,86,3/27/2007,4.428,,
TB,2007,115,4/25/2007,2.843,,
TB,2007,129,5/9/2007,2.764,,
TB,2007,142,5/22/2007,3.056,,
TB,2007,156,6/5/2007,3.208,,
TB,2007,169,6/18/2007,2.776,,
TB,2007,186,7/5/2007,3.039,,
TB,2007,198,7/17/2007,2.817,,
TB,2007,214,8/2/2007,3.291,,
TB,2007,225,8/13/2007,3.292,,
TB,2007,241,8/29/2007,2.92,,
TB,2007,256,9/13/2007,3.489,,
TB,2007,269,9/26/2007,2.814,,
TB,2007,282,10/9/2007,2.855,,
TB,2007,297,10/24/2007,3.149,,
TB,2007,319,11/15/2007,4.062,,
TB,2008,28,1/28/2008,,V,extcoef: Insufficient light data
TB,2008,56,2/25/2008,,V,extcoef: Insufficient light data
TB,2008,87,3/27/2008,,V,extcoef: Insufficient light data
TB,2008,129,5/8/2008,3.495,,
TB,2008,142,5/21/2008,2.033,,
TB,2008,155,6/3/2008,2.152,,
TB,2008,172,6/20/2008,2.693,,
TB,2008,182,6/30/2008,2.957,,
TB,2008,198,7/16/2008,3.227,,
TB,2008,210,7/28/2008,2.949,,
TB,2008,226,8/13/2008,3.269,,
TB,2008,239,8/26/2008,3.404,,
TB,2008,255,9/11/2008,2.833,,
TB,2008,267,9/23/2008,2.822,,
TB,2008,280,10/6/2008,3.518,,
TB,2008,295,10/21/2008,3.356,,
TB,2008,316,11/11/2008,3.5,,
TB,2009,22,1/22/2009,,V,extcoef: No light data
TB,2009,48,2/17/2009,1.502,,
TB,2009,84,3/25/2009,2.244,,
TB,2009,118,4/28/2009,3.149,,
TB,2009,134,5/14/2009,3.261,,
TB,2009,149,5/29/2009,,V,extcoef: Light not monotonically decreasing
TB,2009,160,6/9/2009,2.809,,
TB,2009,173,6/22/2009,2.95,,
TB,2009,187,7/6/2009,2.975,,
TB,2009,202,7/21/2009,2.914,,
TB,2009,217,8/5/2009,2.616,,
TB,2009,229,8/17/2009,2.645,,
TB,2009,245,9/2/2009,2.669,,
TB,2009,258,9/15/2009,2.345,,
TB,2009,271,9/28/2009,2.125,,
TB,2009,285,10/12/2009,2.65,,
TB,2009,300,10/27/2009,3.184,,
TB,2009,320,11/16/2009,3.035,,
TB,2010,14,1/14/2010,,V,extcoef: Insufficient light data
TB,2010,53,2/22/2010,,V,extcoef: Insufficient light data
TB,2010,103,4/13/2010,2.996,,
TB,2010,116,4/26/2010,2.736,,
TB,2010,131,5/11/2010,2.639,,
TB,2010,145,5/25/2010,2.357,,
TB,2010,161,6/10/2010,2.593,,
TB,2010,174,6/23/2010,2.089,,
TB,2010,188,7/7/2010,2.589,,
TB,2010,203,7/22/2010,2.052,,
TB,2010,215,8/3/2010,2.619,,
TB,2010,228,8/16/2010,2.21,,
TB,2010,244,9/1/2010,2.347,,
TB,2010,257,9/14/2010,2.148,,
TB,2010,271,9/28/2010,2.022,,
TB,2010,284,10/11/2010,2.393,,
TB,2010,299,10/26/2010,3.023,,
TB,2010,319,11/15/2010,2.79,,
TB,2011,24,1/24/2011,,V,extcoef: Insufficient light data
TB,2011,46,2/15/2011,,V,extcoef: Insufficient light data
TB,2011,75,3/16/2011,,V,extcoef: Insufficient light data
TB,2011,123,5/3/2011,,V,extcoef: Insufficient light data
TB,2011,138,5/18/2011,,V,extcoef: Insufficient light data
TB,2011,152,6/1/2011,,V,extcoef: Insufficient light data
TB,2011,165,6/14/2011,,V,extcoef: Insufficient light data
TB,2011,178,6/27/2011,,V,extcoef: Insufficient light data
TB,2011,194,7/13/2011,,V,extcoef: Insufficient light data
TB,2011,206,7/25/2011,,V,extcoef: Insufficient light data
TB,2011,221,8/9/2011,,V,extcoef: No light data
TB,2011,235,8/23/2011,,V,extcoef: Insufficient light data
TB,2011,252,9/9/2011,,V,extcoef: Insufficient light data
TB,2011,263,9/20/2011,,V,extcoef: Insufficient light data
TB,2011,276,10/3/2011,,V,extcoef: Insufficient light data
TB,2011,291,10/18/2011,,V,extcoef: Insufficient light data
TB,2011,305,11/1/2011,,V,extcoef: Insufficient light data
TB,2011,315,11/11/2011,,V,extcoef: Insufficient light data
TB,2012,10,1/10/2012,3.584,,
TB,2012,51,2/20/2012,1.535,,
TB,2012,93,4/2/2012,3.578,,
TB,2012,107,4/16/2012,3.233,,
TB,2012,123,5/2/2012,2.868,,
TB,2012,136,5/15/2012,3.346,,
TB,2012,151,5/30/2012,3.771,,
TB,2012,163,6/11/2012,2.968,,
TB,2012,178,6/26/2012,3.508,,
TB,2012,193,7/11/2012,3.672,,
TB,2012,205,7/23/2012,3.318,,
TB,2012,222,8/9/2012,2.73,,
TB,2012,234,8/21/2012,3.386,,
TB,2012,251,9/7/2012,2.784,,
TB,2012,263,9/19/2012,3.077,,
TB,2012,276,10/2/2012,2.818,,
TB,2012,290,10/16/2012,2.914,,
TB,2012,304,10/30/2012,3.109,,
TB,2012,310,11/5/2012,2.87,,
TB,2013,28,1/28/2013,,V,
TB,2013,49,2/18/2013,,V,
TB,2013,86,3/27/2013,,V,
TB,2013,133,5/13/2013,2.721,,
TB,2013,164,6/13/2013,2.755,,
TB,2013,176,6/25/2013,3.014,,
TB,2013,191,7/10/2013,3.152,,
TB,2013,218,8/6/2013,3.931,,
TB,2013,234,8/22/2013,3.38,,
TB,2013,247,9/4/2013,2.602,,
TB,2013,273,9/30/2013,4.278,,
TB,2013,302,10/29/2013,3.829,,
TB,2013,312,11/8/2013,3.534,,
TB,2014,24,1/24/2014,,V,
TB,2014,51,2/20/2014,,V,
TB,2014,87,3/28/2014,,V,
TB,2014,141,5/21/2014,1.99,,
TB,2014,154,6/3/2014,,,
TB,2014,167,6/16/2014,2.896,,
TB,2014,181,6/30/2014,,,
TB,2014,197,7/16/2014,2.895,,
TB,2014,210,7/29/2014,3.181,,
TB,2014,223,8/11/2014,3.298,,
TB,2014,237,8/25/2014,3.281,,
TB,2014,252,9/9/2014,3.204,,
TB,2014,266,9/23/2014,3.167,,
TB,2014,279,10/6/2014,3.459,,
TB,2014,293,10/20/2014,2.908,,
TB,2014,311,11/7/2014,3.16,,
TB,2015,20,1/20/2015,3.856,,
TB,2015,65,3/6/2015,1.916,,
TB,2015,83,3/24/2015,2.172,,
TB,2015,111,4/21/2015,4.418,,
TB,2015,124,5/4/2015,2.9,,
TB,2015,141,5/21/2015,2.857,,
TB,2015,154,6/3/2015,3.1,,
TB,2015,168,6/17/2015,3.139,,
TB,2015,182,7/1/2015,2.964,,
TB,2015,196,7/15/2015,2.887,,
TB,2015,209,7/28/2015,2.798,,
TB,2015,223,8/11/2015,2.984,,
TB,2015,237,8/25/2015,2.888,,
TB,2015,253,9/10/2015,2.794,,
TB,2015,265,9/22/2015,2.756,,
TB,2015,278,10/5/2015,3.009,,
TB,2015,293,10/20/2015,3.421,,
TB,2015,321,11/17/2015,4.147,,
TB,2016,25,1/25/2016,2.401,,
TB,2016,55,2/24/2016,1.564,,
TB,2016,113,4/22/2016,2.224,,
TB,2016,130,5/9/2016,2.468,,
TB,2016,145,5/24/2016,2.591,,
TB,2016,159,6/7/2016,3.061,,
TB,2016,174,6/22/2016,3.461,,
TB,2016,188,7/6/2016,3.189,,
TB,2016,201,7/19/2016,3.143,,
TB,2016,214,8/1/2016,3.433,,
TB,2016,229,8/16/2016,3.582,,
TB,2016,244,8/31/2016,3.724,,
TB,2016,258,9/14/2016,3.667,,
TB,2016,272,9/28/2016,3.684,,
TB,2016,284,10/10/2016,4.078,,
TB,2016,300,10/26/2016,,V,extcoef: Insufficient light data
TB,2016,321,11/16/2016,2.588,,
TB,2017,20,1/20/2017,2.244,,
TB,2017,48,2/17/2017,2.391,,
TB,2017,88,3/29/2017,3.188,,
TB,2017,109,4/19/2017,3.669,,
TB,2017,122,5/2/2017,3.414,,
TB,2017,138,5/18/2017,3.823,,
TB,2017,151,5/31/2017,2.248,,
TB,2017,166,6/15/2017,4.025,,
TB,2017,177,6/26/2017,,,
TB,2017,191,7/10/2017,3.669,,
TB,2017,207,7/26/2017,4.36,,
